dt,AverageTemperature
1965-05-01,23.553
1965-06-01,24.8
1965-07-01,25.105
1965-08-01,24.607
1965-09-01,23.935
1965-10-01,20.656
1965-11-01,19.641
1965-12-01,16.009
1966-01-01,13.608
1966-02-01,14.886
1966-03-01,18.183
1966-04-01,21.24
1966-05-01,23.725
1966-06-01,24.963
1966-07-01,25.471999999999998
1966-08-01,24.874000000000002
1966-09-01,23.938
1966-10-01,20.796
1966-11-01,18.172
1966-12-01,14.819
1967-01-01,14.289
1967-02-01,16.119
1967-03-01,19.613000000000003
1967-04-01,21.846
1967-05-01,23.769000000000002
1967-06-01,25.031
1967-07-01,25.242
1967-08-01,24.522
1967-09-01,23.115
1967-10-01,20.738000000000003
1967-11-01,18.55
1967-12-01,15.366
1968-01-01,14.893
1968-02-01,15.857999999999999
1968-03-01,16.987000000000002
1968-04-01,20.755
1968-05-01,23.438
1968-06-01,24.848000000000006
1968-07-01,24.457
1968-08-01,24.38000000000001
1968-09-01,23.349
1968-10-01,21.69
1968-11-01,17.720999999999997
1968-12-01,15.417
1969-01-01,16.11
1969-02-01,16.695
1969-03-01,17.330000000000002
1969-04-01,21.769
1969-05-01,23.586
1969-06-01,25.538
1969-07-01,25.886
1969-08-01,25.396
1969-09-01,24.065
1969-10-01,21.559
1969-11-01,17.926
1969-12-01,15.645999999999999
1970-01-01,14.483
1970-02-01,16.02
1970-03-01,17.919
1970-04-01,21.513
1970-05-01,23.004
1970-06-01,24.782
1970-07-01,24.995
1970-08-01,25.146
1970-09-01,23.4
1970-10-01,20.638
1970-11-01,17.255
1970-12-01,16.726
1971-01-01,15.925
1971-02-01,16.453
1971-03-01,19.329
1971-04-01,20.351
1971-05-01,23.347
1971-06-01,24.394
1971-07-01,24.801
1971-08-01,23.804000000000002
1971-09-01,23.627
1971-10-01,20.97
1971-11-01,18.409
1971-12-01,16.274
1972-01-01,15.91
1972-02-01,16.412
1972-03-01,19.97
1972-04-01,22.314
1972-05-01,23.446
1972-06-01,24.521
1972-07-01,24.820999999999998
1972-08-01,24.327
1972-09-01,23.980999999999998
1972-10-01,21.983
1972-11-01,18.13
1972-12-01,15.885
1973-01-01,14.235
1973-02-01,15.922
1973-03-01,18.965
1973-04-01,20.33
1973-05-01,23.594
1973-06-01,24.67
1973-07-01,24.871
1973-08-01,24.085
1973-09-01,23.971
1973-10-01,21.31
1973-11-01,19.043
1973-12-01,14.958
1974-01-01,16.101
1974-02-01,16.127
1974-03-01,19.688
1974-04-01,21.421
1974-05-01,23.851
1974-06-01,25.041999999999998
1974-07-01,24.279
1974-08-01,24.661
1974-09-01,23.068
1974-10-01,20.58
1974-11-01,17.7
1974-12-01,15.06
1975-01-01,15.032
1975-02-01,16.413999999999998
1975-03-01,19.317
1975-04-01,21.116999999999997
1975-05-01,23.236
1975-06-01,24.819000000000006
1975-07-01,24.157
1975-08-01,24.36
1975-09-01,22.809
1975-10-01,20.8
1975-11-01,18.111
1975-12-01,15.22
1976-01-01,14.442
1976-02-01,16.919999999999998
1976-03-01,19.231
1976-04-01,20.745
1976-05-01,22.803
1976-06-01,24.832
1976-07-01,23.85
1976-08-01,24.361
1976-09-01,23.358
1976-10-01,20.003
1976-11-01,16.383
1976-12-01,14.82
1977-01-01,14.691
1977-02-01,16.275
1977-03-01,18.441000000000006
1977-04-01,20.247
1977-05-01,23.161
1977-06-01,24.83
1977-07-01,25.015
1977-08-01,25.392
1977-09-01,24.727
1977-10-01,21.877
1977-11-01,18.656
1977-12-01,16.783
1978-01-01,15.015999999999998
1978-02-01,15.161
1978-03-01,18.76
1978-04-01,21.565
1978-05-01,24.056
1978-06-01,25.514
1978-07-01,25.523000000000003
1978-08-01,24.731
1978-09-01,23.277
1978-10-01,20.958000000000002
1978-11-01,18.725
1978-12-01,15.78
1979-01-01,14.258
1979-02-01,16.035
1979-03-01,18.727
1979-04-01,21.526999999999997
1979-05-01,22.953000000000007
1979-06-01,24.750999999999998
1979-07-01,25.835
1979-08-01,24.47300000000001
1979-09-01,23.422
1979-10-01,21.921
1979-11-01,17.217
1979-12-01,15.709
1980-01-01,15.664
1980-02-01,16.715999999999998
1980-03-01,19.272000000000002
1980-04-01,20.693
1980-05-01,23.947
1980-06-01,26.521
1980-07-01,26.347
1980-08-01,25.09
1980-09-01,24.273000000000003
1980-10-01,20.892
1980-11-01,17.18
1980-12-01,15.833
1981-01-01,14.321
1981-02-01,16.665
1981-03-01,18.187
1981-04-01,21.348000000000006
1981-05-01,23.378
1981-06-01,24.918000000000006
1981-07-01,24.988000000000003
1981-08-01,24.974
1981-09-01,23.756
1981-10-01,21.406
1981-11-01,18.61
1981-12-01,16.494
1982-01-01,15.864
1982-02-01,16.957
1982-03-01,19.8
1982-04-01,22.34
1982-05-01,23.239
1982-06-01,25.599
1982-07-01,25.255
1982-08-01,25.341
1982-09-01,24.306
1982-10-01,21.155
1982-11-01,17.793999999999997
1982-12-01,14.963
1983-01-01,14.617
1983-02-01,15.728
1983-03-01,17.948
1983-04-01,20.021
1983-05-01,23.972
1983-06-01,25.445
1983-07-01,25.264
1983-08-01,24.865
1983-09-01,24.248
1983-10-01,21.642
1983-11-01,18.601
1983-12-01,15.754
1984-01-01,14.521
1984-02-01,15.945
1984-03-01,19.105
1984-04-01,21.666
1984-05-01,23.788
1984-06-01,24.515
1984-07-01,24.065
1984-08-01,24.268
1984-09-01,23.092
1984-10-01,21.085
1984-11-01,17.656
1984-12-01,16.432000000000002
1985-01-01,13.758
1985-02-01,15.696
1985-03-01,19.313
1985-04-01,21.037
1985-05-01,23.885
1985-06-01,24.783
1985-07-01,24.611
1985-08-01,25.006
1985-09-01,23.686
1985-10-01,21.362
1985-11-01,18.564
1985-12-01,15.546
1986-01-01,15.335
1986-02-01,17.381999999999998
1986-03-01,18.76
1986-04-01,22.455
1986-05-01,23.682
1986-06-01,24.565
1986-07-01,24.483
1986-08-01,25.068
1986-09-01,23.786
1986-10-01,20.779
1986-11-01,18.593
1986-12-01,15.32
1987-01-01,14.297
1987-02-01,16.035999999999998
1987-03-01,17.57
1987-04-01,20.065
1987-05-01,22.809
1987-06-01,24.957
1987-07-01,25.054
1987-08-01,24.94
1987-09-01,24.186
1987-10-01,21.495
1987-11-01,18.002
1987-12-01,16.051
1988-01-01,14.493
1988-02-01,16.813
1988-03-01,18.649
1988-04-01,21.331999999999997
1988-05-01,23.703000000000007
1988-06-01,24.811
1988-07-01,24.8
1988-08-01,24.623
1988-09-01,23.57
1988-10-01,21.509
1988-11-01,18.910999999999998
1988-12-01,15.619000000000002
1989-01-01,15.785
1989-02-01,16.871
1989-03-01,18.912000000000006
1989-04-01,21.969
1989-05-01,24.435
1989-06-01,25.598000000000006
1989-07-01,25.511
1989-08-01,24.642
1989-09-01,23.599
1989-10-01,21.209
1989-11-01,18.783
1989-12-01,14.268
1990-01-01,15.813
1990-02-01,16.541999999999998
1990-03-01,19.098000000000006
1990-04-01,21.734
1990-05-01,24.229
1990-06-01,26.144
1990-07-01,24.485
1990-08-01,24.32
1990-09-01,23.492
1990-10-01,21.158
1990-11-01,18.73
1990-12-01,15.785
1991-01-01,15.434
1991-02-01,17.141
1991-03-01,19.514000000000006
1991-04-01,22.058000000000003
1991-05-01,24.116
1991-06-01,25.074
1991-07-01,24.313
1991-08-01,24.92
1991-09-01,22.943
1991-10-01,21.425
1991-11-01,17.34
1991-12-01,15.798
1992-01-01,14.186
1992-02-01,15.995
1992-03-01,18.903
1992-04-01,20.980999999999998
1992-05-01,22.792
1992-06-01,25.651999999999997
1992-07-01,25.298
1992-08-01,24.717
1992-09-01,24.069000000000006
1992-10-01,21.479
1992-11-01,17.378999999999998
1992-12-01,16.352999999999998
1993-01-01,16.084
1993-02-01,16.881
1993-03-01,18.854000000000006
1993-04-01,21.325
1993-05-01,23.407
1993-06-01,25.217
1993-07-01,25.041999999999998
1993-08-01,25.158
1993-09-01,23.442
1993-10-01,21.387
1993-11-01,18.136
1993-12-01,16.333
1994-01-01,15.577
1994-02-01,17.108999999999998
1994-03-01,19.286
1994-04-01,21.451
1994-05-01,24.033
1994-06-01,25.685
1994-07-01,25.834
1994-08-01,25.19100000000001
1994-09-01,23.898000000000003
1994-10-01,21.734
1994-11-01,19.392
1994-12-01,16.719
1995-01-01,15.601
1995-02-01,18.112
1995-03-01,19.319000000000006
1995-04-01,21.296
1995-05-01,24.439
1995-06-01,25.42
1995-07-01,25.645
1995-08-01,25.352
1995-09-01,24.282
1995-10-01,21.657
1995-11-01,19.293
1995-12-01,16.032
1996-01-01,15.287
1996-02-01,17.75
1996-03-01,18.298
1996-04-01,21.276999999999997
1996-05-01,25.105
1996-06-01,25.747
1996-07-01,25.778
1996-08-01,24.72
1996-09-01,23.977
1996-10-01,21.259
1996-11-01,18.459
1996-12-01,15.929
1997-01-01,14.743
1997-02-01,16.561999999999998
1997-03-01,19.703000000000007
1997-04-01,19.879
1997-05-01,23.644000000000002
1997-06-01,25.444000000000006
1997-07-01,25.707
1997-08-01,25.779
1997-09-01,24.786
1997-10-01,21.144000000000002
1997-11-01,18.704
1997-12-01,14.687999999999999
1998-01-01,16.047
1998-02-01,16.311999999999998
1998-03-01,18.765
1998-04-01,21.346
1998-05-01,24.893
1998-06-01,26.926
1998-07-01,26.265
1998-08-01,25.648000000000003
1998-09-01,24.637
1998-10-01,22.14
1998-11-01,19.407
1998-12-01,15.995
1999-01-01,15.772
1999-02-01,17.9
1999-03-01,19.478
1999-04-01,22.11
1999-05-01,24.425
1999-06-01,25.276999999999997
1999-07-01,24.631999999999998
1999-08-01,25.282
1999-09-01,24.143
1999-10-01,21.241
1999-11-01,18.445
1999-12-01,14.837
2000-01-01,16.099
2000-02-01,18.049
2000-03-01,19.951
2000-04-01,22.275
2000-05-01,24.8
2000-06-01,24.765
2000-07-01,25.812
2000-08-01,24.857
2000-09-01,24.482
2000-10-01,20.929000000000002
2000-11-01,17.58
2000-12-01,15.186
2001-01-01,14.828
2001-02-01,17.349
2001-03-01,18.424000000000003
2001-04-01,21.982
2001-05-01,24.108
2001-06-01,25.567
2001-07-01,25.535999999999998
2001-08-01,25.489
2001-09-01,24.278
2001-10-01,21.665
2001-11-01,18.745
2001-12-01,15.625
2002-01-01,15.748
2002-02-01,16.151999999999994
2002-03-01,19.208
2002-04-01,22.881
2002-05-01,24.824
2002-06-01,25.705
2002-07-01,25.123
2002-08-01,25.568
2002-09-01,24.142
2002-10-01,21.871
2002-11-01,18.011
2002-12-01,15.467
2003-01-01,15.880999999999998
2003-02-01,17.294999999999998
2003-03-01,19.288
2003-04-01,21.84
2003-05-01,25.305
2003-06-01,25.519
2003-07-01,25.307
2003-08-01,25.298000000000002
2003-09-01,24.013
2003-10-01,21.887
2003-11-01,19.116
2003-12-01,15.204
2004-01-01,15.149000000000001
2004-02-01,15.954999999999998
2004-03-01,20.268
2004-04-01,21.085
2004-05-01,24.006
2004-06-01,25.076
2004-07-01,25.416999999999998
2004-08-01,25.232
2004-09-01,23.601
2004-10-01,22.045
2004-11-01,17.935
2004-12-01,15.329
2005-01-01,16.441
2005-02-01,16.869999999999994
2005-03-01,18.947000000000006
2005-04-01,21.910999999999998
2005-05-01,24.073
2005-06-01,26.095
2005-07-01,26.002
2005-08-01,25.074
2005-09-01,24.994
2005-10-01,21.672
2005-11-01,18.756
2005-12-01,16.127
2006-01-01,16.098
2006-02-01,17.518
2006-03-01,19.793000000000006
2006-04-01,22.982
2006-05-01,24.538
2006-06-01,25.750999999999998
2006-07-01,25.613000000000003
2006-08-01,25.067
2006-09-01,23.841
2006-10-01,21.806
2006-11-01,18.755
2006-12-01,15.255
2007-01-01,14.467
2007-02-01,16.865
2007-03-01,19.776000000000003
2007-04-01,21.353
2007-05-01,23.885
2007-06-01,25.430999999999997
2007-07-01,25.114
2007-08-01,25.19400000000001
2007-09-01,24.086
2007-10-01,21.727
2007-11-01,18.816
2007-12-01,16.238
2008-01-01,15.258
2008-02-01,17.707
2008-03-01,19.088
2008-04-01,22.227
2008-05-01,24.351
2008-06-01,25.837
2008-07-01,24.776
2008-08-01,24.841
2008-09-01,23.229
2008-10-01,21.35
2008-11-01,18.207
2008-12-01,16.152
2009-01-01,16.354
2009-02-01,17.954
2009-03-01,19.796000000000006
2009-04-01,21.955
2009-05-01,24.742
2009-06-01,25.738000000000003
2009-07-01,26.518
2009-08-01,25.977
2009-09-01,24.169
2009-10-01,21.828000000000007
2009-11-01,18.339
2009-12-01,15.183
2010-01-01,14.67
2010-02-01,15.343
2010-03-01,18.291
2010-04-01,21.358
2010-05-01,24.529
2010-06-01,26.186999999999998
2010-07-01,25.1
2010-08-01,25.72600000000001
2010-09-01,24.256
2010-10-01,21.332
2010-11-01,17.907999999999994
2010-12-01,15.535
2011-01-01,15.337
2011-02-01,16.426
2011-03-01,20.615
2011-04-01,23.346999999999998
2011-05-01,24.842
2011-06-01,26.493
2011-07-01,25.611
2011-08-01,26.262
2011-09-01,24.834
2011-10-01,21.836
2011-11-01,18.449
2011-12-01,15.14
2012-01-01,16.185
2012-02-01,16.951
2012-03-01,19.947000000000006
2012-04-01,22.474
2012-05-01,24.957
2012-06-01,26.096999999999998
2012-07-01,25.298
2012-08-01,25.681
2012-09-01,24.224
2012-10-01,22.289
2012-11-01,19.107
2012-12-01,16.619
2013-01-01,15.299
2013-02-01,17.361
2013-03-01,19.421000000000006
2013-04-01,21.986
2013-05-01,24.113000000000003
2013-06-01,26.225
2013-07-01,25.304
2013-08-01,25.274
2013-09-01,24.99
